Type,Identification,Field,Locale,Market,Status,Default content,Translated content
DELIVERY_METHOD_DEFINITION,678470517000,name,sv,,,Standard Shipping,Standardfrakt
DELIVERY_METHOD_DEFINITION,678470517000,description,sv,,,2-5 business days,2-5 arbetsdagar
DELIVERY_METHOD_DEFINITION,678470549768,name,sv,,,Standard Shipping,Standardfrakt
DELIVERY_METHOD_DEFINITION,678470549768,description,sv,,,2-5 business days,2-5 arbetsdagar
DELIVERY_METHOD_DEFINITION,678470582536,name,sv,,,Standard Shipping,Standardfrakt
DELIVERY_METHOD_DEFINITION,678470582536,description,sv,,,2-5 business days,2-5 arbetsdagar
DELIVERY_METHOD_DEFINITION,678470615304,name,sv,,,Standard Shipping,Standardfrakt
DELIVERY_METHOD_DEFINITION,678470615304,description,sv,,,2-5 business days,2-5 arbetsdagar
DELIVERY_METHOD_DEFINITION,678470648072,name,sv,,,Standard Shipping,Standardfrakt
DELIVERY_METHOD_DEFINITION,678470648072,description,sv,,,2-5 business days,2-5 arbetsdagar
DELIVERY_METHOD_DEFINITION,678470680840,name,sv,,,Standard Shipping,Standardfrakt
DELIVERY_METHOD_DEFINITION,678470680840,description,sv,,,10-30 business days,10–30 arbetsdagar
DELIVERY_METHOD_DEFINITION,678470713608,name,sv,,,Standard Shipping,Standardfrakt
DELIVERY_METHOD_DEFINITION,678470713608,description,sv,,,10-30 business days,10–30 arbetsdagar
DELIVERY_METHOD_DEFINITION,678470746376,name,sv,,,Standard Shipping,Standardfrakt
DELIVERY_METHOD_DEFINITION,678470746376,description,sv,,,10-30 business days,10–30 arbetsdagar
DELIVERY_METHOD_DEFINITION,678470779144,name,sv,,,Standard Shipping,Standardfrakt
DELIVERY_METHOD_DEFINITION,678470779144,description,sv,,,10-30 business days,10–30 arbetsdagar
DELIVERY_METHOD_DEFINITION,678470811912,name,sv,,,Standard Shipping,Standardfrakt
DELIVERY_METHOD_DEFINITION,678470811912,description,sv,,,10-30 business days,10–30 arbetsdagar
DELIVERY_METHOD_DEFINITION,678470844680,name,sv,,,Standard Shipping,Standardfrakt
DELIVERY_METHOD_DEFINITION,678470844680,description,sv,,,10-30 business days,10–30 arbetsdagar
DELIVERY_METHOD_DEFINITION,678470877448,name,sv,,,Standard Shipping,Standardfrakt
DELIVERY_METHOD_DEFINITION,678470877448,description,sv,,,10-30 business days,10–30 arbetsdagar
DELIVERY_METHOD_DEFINITION,678470910216,name,sv,,,Standard Shipping,Standardfrakt
DELIVERY_METHOD_DEFINITION,678470910216,description,sv,,,10-30 business days,10–30 arbetsdagar
DELIVERY_METHOD_DEFINITION,678470942984,name,sv,,,Standard Shipping,Standardfrakt
DELIVERY_METHOD_DEFINITION,678470942984,description,sv,,,10-30 business days,10–30 arbetsdagar
DELIVERY_METHOD_DEFINITION,678470975752,name,sv,,,Standard Shipping,Standardfrakt
DELIVERY_METHOD_DEFINITION,678470975752,description,sv,,,10-30 business days,10–30 arbetsdagar
DELIVERY_METHOD_DEFINITION,678471008520,name,sv,,,Standard Shipping,Standardfrakt
DELIVERY_METHOD_DEFINITION,678471008520,description,sv,,,10-30 business days,10–30 arbetsdagar
DELIVERY_METHOD_DEFINITION,678471041288,name,sv,,,Standard Shipping,Standardfrakt
DELIVERY_METHOD_DEFINITION,678471041288,description,sv,,,10-30 business days,10–30 arbetsdagar
DELIVERY_METHOD_DEFINITION,678471074056,name,sv,,,Standard Shipping,Standardfrakt
DELIVERY_METHOD_DEFINITION,678471074056,description,sv,,,10-30 business days,10–30 arbetsdagar
DELIVERY_METHOD_DEFINITION,678471106824,name,sv,,,Standard Shipping,Standardfrakt
DELIVERY_METHOD_DEFINITION,678471106824,description,sv,,,10-30 business days,10–30 arbetsdagar
DELIVERY_METHOD_DEFINITION,678471139592,name,sv,,,Standard Shipping,Standardfrakt
DELIVERY_METHOD_DEFINITION,678471139592,description,sv,,,10-30 business days,10–30 arbetsdagar
DELIVERY_METHOD_DEFINITION,678471172360,name,sv,,,Standard Shipping,Standardfrakt
DELIVERY_METHOD_DEFINITION,678471172360,description,sv,,,10-30 business days,10–30 arbetsdagar
DELIVERY_METHOD_DEFINITION,678471205128,name,sv,,,Standard Shipping,Standardfrakt
DELIVERY_METHOD_DEFINITION,678471205128,description,sv,,,10-30 business days,10–30 arbetsdagar
DELIVERY_METHOD_DEFINITION,678471237896,name,sv,,,Standard Shipping,Standardfrakt
DELIVERY_METHOD_DEFINITION,678471237896,description,sv,,,10-30 business days,10–30 arbetsdagar
DELIVERY_METHOD_DEFINITION,678471270664,name,sv,,,Standard Shipping,Standardfrakt
DELIVERY_METHOD_DEFINITION,678471270664,description,sv,,,10-30 business days,10–30 arbetsdagar
DELIVERY_METHOD_DEFINITION,678471303432,name,sv,,,Standard Shipping,Standardfrakt
DELIVERY_METHOD_DEFINITION,678471303432,description,sv,,,10-30 business days,10–30 arbetsdagar
DELIVERY_METHOD_DEFINITION,678471336200,name,sv,,,Standard Shipping,Standardfrakt
DELIVERY_METHOD_DEFINITION,678471336200,description,sv,,,10-30 business days,10–30 arbetsdagar
DELIVERY_METHOD_DEFINITION,678471368968,name,sv,,,Standard Shipping,Standardfrakt
DELIVERY_METHOD_DEFINITION,678471368968,description,sv,,,10-30 business days,10–30 arbetsdagar
DELIVERY_METHOD_DEFINITION,678471401736,name,sv,,,Standard Shipping,Standardfrakt
DELIVERY_METHOD_DEFINITION,678471401736,description,sv,,,10-30 business days,10–30 arbetsdagar
DELIVERY_METHOD_DEFINITION,678471434504,name,sv,,,Standard Shipping,Standardfrakt
DELIVERY_METHOD_DEFINITION,678471434504,description,sv,,,10-30 business days,10–30 arbetsdagar
DELIVERY_METHOD_DEFINITION,678471467272,name,sv,,,Standard Shipping,Standardfrakt
DELIVERY_METHOD_DEFINITION,678471467272,description,sv,,,10-30 business days,10–30 arbetsdagar
DELIVERY_METHOD_DEFINITION,678471500040,name,sv,,,Standard Shipping,Standardfrakt
DELIVERY_METHOD_DEFINITION,678471500040,description,sv,,,10-30 business days,10–30 arbetsdagar
DELIVERY_METHOD_DEFINITION,678471532808,name,sv,,,Standard Shipping,Standardfrakt
DELIVERY_METHOD_DEFINITION,678471532808,description,sv,,,10-30 business days,10–30 arbetsdagar
DELIVERY_METHOD_DEFINITION,678471565576,name,sv,,,Standard Shipping,Standardfrakt
DELIVERY_METHOD_DEFINITION,678471565576,description,sv,,,10-30 business days,10–30 arbetsdagar
DELIVERY_METHOD_DEFINITION,678471598344,name,sv,,,Standard Shipping,Standardfrakt
DELIVERY_METHOD_DEFINITION,678471598344,description,sv,,,10-30 business days,10–30 arbetsdagar
DELIVERY_METHOD_DEFINITION,678471631112,name,sv,,,Standard Shipping,Standardfrakt
DELIVERY_METHOD_DEFINITION,678471631112,description,sv,,,10-30 business days,10–30 arbetsdagar
DELIVERY_METHOD_DEFINITION,678471663880,name,sv,,,Standard Shipping,Standardfrakt
DELIVERY_METHOD_DEFINITION,678471663880,description,sv,,,10-30 business days,10–30 arbetsdagar
DELIVERY_METHOD_DEFINITION,678471696648,name,sv,,,Standard Shipping,Standardfrakt
DELIVERY_METHOD_DEFINITION,678471696648,description,sv,,,10-30 business days,10–30 arbetsdagar
DELIVERY_METHOD_DEFINITION,678471729416,name,sv,,,Standard Shipping,Standardfrakt
DELIVERY_METHOD_DEFINITION,678471729416,description,sv,,,10-30 business days,10–30 arbetsdagar
DELIVERY_METHOD_DEFINITION,678471762184,name,sv,,,Standard Shipping,Standardfrakt
DELIVERY_METHOD_DEFINITION,678471762184,description,sv,,,10-30 business days,10–30 arbetsdagar
DELIVERY_METHOD_DEFINITION,678471794952,name,sv,,,Standard Shipping,Standardfrakt
DELIVERY_METHOD_DEFINITION,678471794952,description,sv,,,10-30 business days,10–30 arbetsdagar
DELIVERY_METHOD_DEFINITION,678471827720,name,sv,,,Standard Shipping,Standardfrakt
DELIVERY_METHOD_DEFINITION,678471827720,description,sv,,,10-30 business days,10–30 arbetsdagar
DELIVERY_METHOD_DEFINITION,678494077192,name,sv,,,Standard Shipping,Standardfrakt
DELIVERY_METHOD_DEFINITION,678494077192,description,sv,,,2-5 business days,2-5 arbetsdagar
DELIVERY_METHOD_DEFINITION,678494109960,name,sv,,,Standard Shipping,Standardfrakt
DELIVERY_METHOD_DEFINITION,678494109960,description,sv,,,2-5 business days,2-5 arbetsdagar
DELIVERY_METHOD_DEFINITION,678494142728,name,sv,,,Standard Shipping,Standardfrakt
DELIVERY_METHOD_DEFINITION,678494142728,description,sv,,,2-5 business days,2-5 arbetsdagar
DELIVERY_METHOD_DEFINITION,678494175496,name,sv,,,Standard Shipping,Standardfrakt
DELIVERY_METHOD_DEFINITION,678494175496,description,sv,,,2-5 business days,2-5 arbetsdagar
DELIVERY_METHOD_DEFINITION,678494208264,name,sv,,,Standard Shipping,Standardfrakt
DELIVERY_METHOD_DEFINITION,678494208264,description,sv,,,2-5 business days,2-5 arbetsdagar
DELIVERY_METHOD_DEFINITION,678494241032,name,sv,,,Standard Shipping,Standardfrakt
DELIVERY_METHOD_DEFINITION,678494241032,description,sv,,,2-5 business days,2-5 arbetsdagar
DELIVERY_METHOD_DEFINITION,678494273800,name,sv,,,Standard Shipping,Standardfrakt
DELIVERY_METHOD_DEFINITION,678494273800,description,sv,,,2-5 business days,2-5 arbetsdagar
DELIVERY_METHOD_DEFINITION,678494306568,name,sv,,,Standard Shipping,Standardfrakt
DELIVERY_METHOD_DEFINITION,678494306568,description,sv,,,2-5 business days,2-5 arbetsdagar
DELIVERY_METHOD_DEFINITION,678494339336,name,sv,,,Standard Shipping,Standardfrakt
DELIVERY_METHOD_DEFINITION,678494339336,description,sv,,,2-5 business days,2-5 arbetsdagar
DELIVERY_METHOD_DEFINITION,678494372104,name,sv,,,Standard Shipping,Standardfrakt
DELIVERY_METHOD_DEFINITION,678494372104,description,sv,,,2-5 business days,2-5 arbetsdagar
DELIVERY_METHOD_DEFINITION,678494404872,name,sv,,,Standard Shipping,Standardfrakt
DELIVERY_METHOD_DEFINITION,678494404872,description,sv,,,2-5 business days,2-5 arbetsdagar
DELIVERY_METHOD_DEFINITION,678494437640,name,sv,,,Standard Shipping,Standardfrakt
DELIVERY_METHOD_DEFINITION,678494437640,description,sv,,,2-5 business days,2-5 arbetsdagar
DELIVERY_METHOD_DEFINITION,678494470408,name,sv,,,Standard Shipping,Standardfrakt
DELIVERY_METHOD_DEFINITION,678494470408,description,sv,,,10-30 business days,10–30 arbetsdagar
DELIVERY_METHOD_DEFINITION,678494503176,name,sv,,,Standard Shipping,Standardfrakt
DELIVERY_METHOD_DEFINITION,678494503176,description,sv,,,10-30 business days,10–30 arbetsdagar
DELIVERY_METHOD_DEFINITION,678494535944,name,sv,,,Standard Shipping,Standardfrakt
DELIVERY_METHOD_DEFINITION,678494535944,description,sv,,,10-30 business days,10–30 arbetsdagar
DELIVERY_METHOD_DEFINITION,678494568712,name,sv,,,Standard Shipping,Standardfrakt
DELIVERY_METHOD_DEFINITION,678494568712,description,sv,,,10-30 business days,10–30 arbetsdagar
DELIVERY_METHOD_DEFINITION,678494601480,name,sv,,,Standard Shipping,Standardfrakt
DELIVERY_METHOD_DEFINITION,678494601480,description,sv,,,10-30 business days,10–30 arbetsdagar
DELIVERY_METHOD_DEFINITION,678494634248,name,sv,,,Standard Shipping,Standardfrakt
DELIVERY_METHOD_DEFINITION,678494634248,description,sv,,,10-30 business days,10–30 arbetsdagar
DELIVERY_METHOD_DEFINITION,678494667016,name,sv,,,Standard Shipping,Standardfrakt
DELIVERY_METHOD_DEFINITION,678494667016,description,sv,,,10-30 business days,10–30 arbetsdagar
DELIVERY_METHOD_DEFINITION,678494699784,name,sv,,,Standard Shipping,Standardfrakt
DELIVERY_METHOD_DEFINITION,678494699784,description,sv,,,10-30 business days,10–30 arbetsdagar
DELIVERY_METHOD_DEFINITION,678494732552,name,sv,,,Standard Shipping,Standardfrakt
DELIVERY_METHOD_DEFINITION,678494732552,description,sv,,,10-30 business days,10–30 arbetsdagar
DELIVERY_METHOD_DEFINITION,678494765320,name,sv,,,Standard Shipping,Standardfrakt
DELIVERY_METHOD_DEFINITION,678494765320,description,sv,,,10-30 business days,10–30 arbetsdagar
DELIVERY_METHOD_DEFINITION,678494798088,name,sv,,,Standard Shipping,Standardfrakt
DELIVERY_METHOD_DEFINITION,678494798088,description,sv,,,10-30 business days,10–30 arbetsdagar
DELIVERY_METHOD_DEFINITION,678494830856,name,sv,,,Standard Shipping,Standardfrakt
DELIVERY_METHOD_DEFINITION,678494830856,description,sv,,,10-30 business days,10–30 arbetsdagar
DELIVERY_METHOD_DEFINITION,678494863624,name,sv,,,Standard Shipping,Standardfrakt
DELIVERY_METHOD_DEFINITION,678494863624,description,sv,,,10-30 business days,10–30 arbetsdagar
DELIVERY_METHOD_DEFINITION,678494896392,name,sv,,,Standard Shipping,Standardfrakt
DELIVERY_METHOD_DEFINITION,678494896392,description,sv,,,10-30 business days,10–30 arbetsdagar
DELIVERY_METHOD_DEFINITION,678494929160,name,sv,,,Standard Shipping,Standardfrakt
DELIVERY_METHOD_DEFINITION,678494929160,description,sv,,,10-30 business days,10–30 arbetsdagar
DELIVERY_METHOD_DEFINITION,678494961928,name,sv,,,Standard Shipping,Standardfrakt
DELIVERY_METHOD_DEFINITION,678494961928,description,sv,,,10-30 business days,10–30 arbetsdagar
DELIVERY_METHOD_DEFINITION,678494994696,name,sv,,,Standard Shipping,Standardfrakt
DELIVERY_METHOD_DEFINITION,678494994696,description,sv,,,10-30 business days,10–30 arbetsdagar
DELIVERY_METHOD_DEFINITION,678495027464,name,sv,,,Standard Shipping,Standardfrakt
DELIVERY_METHOD_DEFINITION,678495027464,description,sv,,,10-30 business days,10–30 arbetsdagar
DELIVERY_METHOD_DEFINITION,678495060232,name,sv,,,Standard Shipping,Standardfrakt
DELIVERY_METHOD_DEFINITION,678495060232,description,sv,,,10-30 business days,10–30 arbetsdagar
DELIVERY_METHOD_DEFINITION,678495093000,name,sv,,,Standard Shipping,Standardfrakt
DELIVERY_METHOD_DEFINITION,678495093000,description,sv,,,10-30 business days,10–30 arbetsdagar
DELIVERY_METHOD_DEFINITION,678495125768,name,sv,,,Standard Shipping,Standardfrakt
DELIVERY_METHOD_DEFINITION,678495125768,description,sv,,,10-30 business days,10–30 arbetsdagar
DELIVERY_METHOD_DEFINITION,678495158536,name,sv,,,Standard Shipping,Standardfrakt
DELIVERY_METHOD_DEFINITION,678495158536,description,sv,,,10-30 business days,10–30 arbetsdagar
DELIVERY_METHOD_DEFINITION,678495191304,name,sv,,,Standard Shipping,Standardfrakt
DELIVERY_METHOD_DEFINITION,678495191304,description,sv,,,10-30 business days,10–30 arbetsdagar
DELIVERY_METHOD_DEFINITION,678495224072,name,sv,,,Standard Shipping,Standardfrakt
DELIVERY_METHOD_DEFINITION,678495224072,description,sv,,,10-30 business days,10–30 arbetsdagar
DELIVERY_METHOD_DEFINITION,678495256840,name,sv,,,Standard Shipping,Standardfrakt
DELIVERY_METHOD_DEFINITION,678495256840,description,sv,,,10-30 business days,10–30 arbetsdagar
DELIVERY_METHOD_DEFINITION,678495289608,name,sv,,,Standard Shipping,Standardfrakt
DELIVERY_METHOD_DEFINITION,678495289608,description,sv,,,10-30 business days,10–30 arbetsdagar
DELIVERY_METHOD_DEFINITION,678495322376,name,sv,,,Standard Shipping,Standardfrakt
DELIVERY_METHOD_DEFINITION,678495322376,description,sv,,,10-30 business days,10–30 arbetsdagar
DELIVERY_METHOD_DEFINITION,678495355144,name,sv,,,Standard Shipping,Standardfrakt
DELIVERY_METHOD_DEFINITION,678495355144,description,sv,,,10-30 business days,10–30 arbetsdagar
DELIVERY_METHOD_DEFINITION,678495387912,name,sv,,,Standard Shipping,Standardfrakt
DELIVERY_METHOD_DEFINITION,678495387912,description,sv,,,10-30 business days,10–30 arbetsdagar
DELIVERY_METHOD_DEFINITION,678495420680,name,sv,,,Standard Shipping,Standardfrakt
DELIVERY_METHOD_DEFINITION,678495420680,description,sv,,,10-30 business days,10–30 arbetsdagar
DELIVERY_METHOD_DEFINITION,678495453448,name,sv,,,Standard Shipping,Standardfrakt
DELIVERY_METHOD_DEFINITION,678495453448,description,sv,,,10-30 business days,10–30 arbetsdagar
DELIVERY_METHOD_DEFINITION,678495486216,name,sv,,,Standard Shipping,Standardfrakt
DELIVERY_METHOD_DEFINITION,678495486216,description,sv,,,10-30 business days,10–30 arbetsdagar
DELIVERY_METHOD_DEFINITION,678495518984,name,sv,,,Standard Shipping,Standardfrakt
DELIVERY_METHOD_DEFINITION,678495518984,description,sv,,,10-30 business days,10–30 arbetsdagar
DELIVERY_METHOD_DEFINITION,678495551752,name,sv,,,Standard Shipping,Standardfrakt
DELIVERY_METHOD_DEFINITION,678495551752,description,sv,,,10-30 business days,10–30 arbetsdagar
DELIVERY_METHOD_DEFINITION,678495584520,name,sv,,,Standard Shipping,Standardfrakt
DELIVERY_METHOD_DEFINITION,678495584520,description,sv,,,10-30 business days,10–30 arbetsdagar
DELIVERY_METHOD_DEFINITION,678495617288,name,sv,,,Standard Shipping,Standardfrakt
DELIVERY_METHOD_DEFINITION,678495617288,description,sv,,,10-30 business days,10–30 arbetsdagar
DELIVERY_METHOD_DEFINITION,678495781128,name,sv,,,Standard Shipping,Standardfrakt
DELIVERY_METHOD_DEFINITION,678495781128,description,sv,,,10-30 business days,10–30 arbetsdagar
DELIVERY_METHOD_DEFINITION,678495813896,name,sv,,,Standard Shipping,Standardfrakt
DELIVERY_METHOD_DEFINITION,678495813896,description,sv,,,10-30 business days,10–30 arbetsdagar
DELIVERY_METHOD_DEFINITION,678495846664,name,sv,,,Standard Shipping,Standardfrakt
DELIVERY_METHOD_DEFINITION,678495846664,description,sv,,,10-30 business days,10–30 arbetsdagar
DELIVERY_METHOD_DEFINITION,678495879432,name,sv,,,Standard Shipping,Standardfrakt
DELIVERY_METHOD_DEFINITION,678495879432,description,sv,,,10-30 business days,10–30 arbetsdagar
DELIVERY_METHOD_DEFINITION,678495912200,name,sv,,,Standard Shipping,Standardfrakt
DELIVERY_METHOD_DEFINITION,678495912200,description,sv,,,10-30 business days,10–30 arbetsdagar
DELIVERY_METHOD_DEFINITION,678495944968,name,sv,,,Standard Shipping,Standardfrakt
DELIVERY_METHOD_DEFINITION,678495944968,description,sv,,,10-30 business days,10–30 arbetsdagar
DELIVERY_METHOD_DEFINITION,678495977736,name,sv,,,Standard Shipping,Standardfrakt
DELIVERY_METHOD_DEFINITION,678495977736,description,sv,,,10-30 business days,10–30 arbetsdagar
DELIVERY_METHOD_DEFINITION,678496010504,name,sv,,,Standard Shipping,Standardfrakt
DELIVERY_METHOD_DEFINITION,678496010504,description,sv,,,10-30 business days,10–30 arbetsdagar
DELIVERY_METHOD_DEFINITION,678496043272,name,sv,,,Standard Shipping,Standardfrakt
DELIVERY_METHOD_DEFINITION,678496043272,description,sv,,,10-30 business days,10–30 arbetsdagar
DELIVERY_METHOD_DEFINITION,678496076040,name,sv,,,Standard Shipping,Standardfrakt
DELIVERY_METHOD_DEFINITION,678496076040,description,sv,,,10-30 business days,10–30 arbetsdagar
DELIVERY_METHOD_DEFINITION,678496108808,name,sv,,,Standard Shipping,Standardfrakt
DELIVERY_METHOD_DEFINITION,678496108808,description,sv,,,10-30 business days,10–30 arbetsdagar
DELIVERY_METHOD_DEFINITION,678496141576,name,sv,,,Standard Shipping,Standardfrakt
DELIVERY_METHOD_DEFINITION,678496141576,description,sv,,,10-30 business days,10–30 arbetsdagar
DELIVERY_METHOD_DEFINITION,678496174344,name,sv,,,Standard Shipping,Standardfrakt
DELIVERY_METHOD_DEFINITION,678496174344,description,sv,,,10-30 business days,10–30 arbetsdagar
DELIVERY_METHOD_DEFINITION,678496207112,name,sv,,,Standard Shipping,Standardfrakt
DELIVERY_METHOD_DEFINITION,678496207112,description,sv,,,10-30 business days,10–30 arbetsdagar
DELIVERY_METHOD_DEFINITION,678496239880,name,sv,,,Standard Shipping,Standardfrakt
DELIVERY_METHOD_DEFINITION,678496239880,description,sv,,,10-30 business days,10–30 arbetsdagar
DELIVERY_METHOD_DEFINITION,678496272648,name,sv,,,Standard Shipping,Standardfrakt
DELIVERY_METHOD_DEFINITION,678496272648,description,sv,,,10-30 business days,10–30 arbetsdagar
DELIVERY_METHOD_DEFINITION,678496305416,name,sv,,,Standard Shipping,Standardfrakt
DELIVERY_METHOD_DEFINITION,678496305416,description,sv,,,10-30 business days,10–30 arbetsdagar
DELIVERY_METHOD_DEFINITION,678496338184,name,sv,,,Standard Shipping,Standardfrakt
DELIVERY_METHOD_DEFINITION,678496338184,description,sv,,,10-30 business days,10–30 arbetsdagar
DELIVERY_METHOD_DEFINITION,678496370952,name,sv,,,Standard Shipping,Standardfrakt
DELIVERY_METHOD_DEFINITION,678496370952,description,sv,,,10-30 business days,10–30 arbetsdagar
DELIVERY_METHOD_DEFINITION,678496403720,name,sv,,,Standard Shipping,Standardfrakt
DELIVERY_METHOD_DEFINITION,678496403720,description,sv,,,10-30 business days,10–30 arbetsdagar
DELIVERY_METHOD_DEFINITION,678496436488,name,sv,,,Standard Shipping,Standardfrakt
DELIVERY_METHOD_DEFINITION,678496436488,description,sv,,,10-30 business days,10–30 arbetsdagar
DELIVERY_METHOD_DEFINITION,678496469256,name,sv,,,Standard Shipping,Standardfrakt
DELIVERY_METHOD_DEFINITION,678496469256,description,sv,,,10-30 business days,10–30 arbetsdagar
DELIVERY_METHOD_DEFINITION,678496502024,name,sv,,,Standard Shipping,Standardfrakt
DELIVERY_METHOD_DEFINITION,678496502024,description,sv,,,10-30 business days,10–30 arbetsdagar
DELIVERY_METHOD_DEFINITION,678496534792,name,sv,,,Standard Shipping,Standardfrakt
DELIVERY_METHOD_DEFINITION,678496534792,description,sv,,,10-30 business days,10–30 arbetsdagar
DELIVERY_METHOD_DEFINITION,678496567560,name,sv,,,Standard Shipping,Standardfrakt
DELIVERY_METHOD_DEFINITION,678496567560,description,sv,,,10-30 business days,10–30 arbetsdagar
DELIVERY_METHOD_DEFINITION,678496600328,name,sv,,,Standard Shipping,Standardfrakt
DELIVERY_METHOD_DEFINITION,678496600328,description,sv,,,10-30 business days,10–30 arbetsdagar
DELIVERY_METHOD_DEFINITION,678496633096,name,sv,,,Standard Shipping,Standardfrakt
DELIVERY_METHOD_DEFINITION,678496633096,description,sv,,,10-30 business days,10–30 arbetsdagar
DELIVERY_METHOD_DEFINITION,678496665864,name,sv,,,Standard Shipping,Standardfrakt
DELIVERY_METHOD_DEFINITION,678496665864,description,sv,,,10-30 business days,10–30 arbetsdagar
DELIVERY_METHOD_DEFINITION,678496698632,name,sv,,,Standard Shipping,Standardfrakt
DELIVERY_METHOD_DEFINITION,678496698632,description,sv,,,10-30 business days,10–30 arbetsdagar
DELIVERY_METHOD_DEFINITION,678496731400,name,sv,,,Standard Shipping,Standardfrakt
