Type,Identification,Field,Locale,Market,Status,Default content,Translated content
ONLINE_STORE_THEME,189302341896,section.product.coaching-ide.json.main.badge_2.badge_text:dl7x53ykcjcn,sv,,,Flexible times,Flexibla tider
ONLINE_STORE_THEME,189302341896,section.product.coaching-kickstart.json.main.price_note:1flf548yhce3n,sv,,,Tax included.,Moms ingår.
ONLINE_STORE_THEME,189302341896,section.product.coaching-kickstart.json.main.add_to_cart_text:rcfk0kn9y28t,sv,,,Add to cart,Lägg i varukorgen
ONLINE_STORE_THEME,189302341896,section.product.coaching-kickstart.json.main.more_options_text:25uwcw2gpfcih,sv,,,More payment options,Fler betalningsalternativ
ONLINE_STORE_THEME,189302341896,section.product.coaching-kickstart.json.main.description_title:3moyoidnwoqs8,sv,,,A kickstart for your creativity – Wellness allowance approved!,En kickstart för din kreativitet — Friskvårdsbidrag godkänd!
ONLINE_STORE_THEME,189302341896,section.product.coaching-kickstart.json.main.description_text:3vv2nk4p53g9x,sv,,,Take a first step towards a more creative life. A 60-minute session followed by inspiring homework every month for 12 months that keeps the creativity alive.,Ta ett första steg mot ett mer kreativt liv. Ett 60-minuters samtal följt av inspirerande hemuppgifter varje månad under 12 månader som håller kreativiteten levande.
ONLINE_STORE_THEME,189302341896,section.product.coaching-kickstart.json.main.features_title:1cs4e07a9et21,sv,,,The package includes:,Paketet inkluderar:
ONLINE_STORE_THEME,189302341896,section.product.coaching-kickstart.json.main.feature_1.feature_text:3anbogej6oct2,sv,,,"1 × coaching session, 60 min, via video",1 × coachingsamtal á 60 min per video
ONLINE_STORE_THEME,189302341896,section.product.coaching-kickstart.json.main.feature_2.feature_text:hfpmp259x9w5,sv,,,Written summary of the session,Skriftlig sammanfattning av samtalet
ONLINE_STORE_THEME,189302341896,section.product.coaching-kickstart.json.main.feature_3.feature_text:vlw1mubmz0wk,sv,,,Inspiring homework every month for 12 months,Inspirerande hemuppgifter varje månad i 12 månader
ONLINE_STORE_THEME,189302341896,section.product.coaching-kickstart.json.main.badge_1.badge_text:nv7oylsomsae,sv,,,Wellness allowance approved,Friskvårdsbidrag godkänd
ONLINE_STORE_THEME,189302341896,section.product.coaching-kickstart.json.main.badge_2.badge_text:1gxgsf8sck6yd,sv,,,Flexible times,Flexibla tider
ONLINE_STORE_THEME,189302341896,section.product.coaching-kreativa.json.main.price_note:36muzjsx0phj2,sv,,,Tax included.,Moms ingår.
ONLINE_STORE_THEME,189302341896,section.product.coaching-kreativa.json.main.add_to_cart_text:372fjtxgkvj28,sv,,,Add to cart,Lägg i varukorgen
ONLINE_STORE_THEME,189302341896,section.product.coaching-kreativa.json.main.more_options_text:24uqveutng10k,sv,,,More payment options,Fler betalningsalternativ
ONLINE_STORE_THEME,189302341896,section.product.coaching-kreativa.json.main.description_title:1gnc00kxgn7j9,sv,,,Find your way back to the joy of creating,Hitta tillbaka till skaparglädjen
ONLINE_STORE_THEME,189302341896,section.product.coaching-kreativa.json.main.description_text:a37rc2y6sf20,sv,,,"Do you want to create but are stuck on ""how"" – or do you miss the joy of creating you once had? Together we'll find a way forward without demands or self-criticism, and make the first step concrete and simple.","Vill du skapa men fastnat i ""hur"" – eller saknar du skaparglädjen du hade förr? Tillsammans hittar vi vägen framåt utan krav eller självkritik, och gör första steget konkret och enkelt."
ONLINE_STORE_THEME,189302341896,section.product.coaching-kreativa.json.main.features_title:2t0sz4i9cbatg,sv,,,The package includes:,Paketet inkluderar:
ONLINE_STORE_THEME,189302341896,section.product.coaching-kreativa.json.main.feature_1.feature_text:1rktzsgf2e6zv,sv,,,"3 × coaching sessions (1 per month, 60 min) via video",3 × coachingsamtal (1 per månad á 60 min) per video
ONLINE_STORE_THEME,189302341896,section.product.coaching-kreativa.json.main.feature_2.feature_text:1257gooxhrxt4,sv,,,Written summary after each session,Skriftlig sammanfattning efter varje samtal
ONLINE_STORE_THEME,189302341896,section.product.coaching-kreativa.json.main.feature_3.feature_text:l530ywyh0xgp,sv,,,Inspiring homework after each session,Inspirerande hemuppgifter efter varje samtal
ONLINE_STORE_THEME,189302341896,section.product.coaching-kreativa.json.main.badge_1.badge_text:1cqyzeoeoqt8r,sv,,,Flexible times,Flexibla tider
ONLINE_STORE_THEME,189302341896,section.product.coaching.json.main.price_note:ysmni7157m78,sv,,,Tax included.,Moms ingår.
ONLINE_STORE_THEME,189302341896,section.product.coaching.json.main.add_to_cart_text:303af8wsg404a,sv,,,Add to cart,Lägg i varukorgen
ONLINE_STORE_THEME,189302341896,section.product.coaching.json.main.more_options_text:w75mm186tge6,sv,,,More payment options,Fler betalningsalternativ
ONLINE_STORE_THEME,189302341896,section.product.coaching.json.main.description_title:2vymxlu8mgnzz,sv,,,A kickstart for your creativity – Wellness allowance approved!,En kickstart för din kreativitet — Friskvårdsbidrag godkänd!
ONLINE_STORE_THEME,189302341896,section.product.coaching.json.main.description_text:39tgjbci54jfm,sv,,,For those who want to use their wellness allowance to open the door to a more creative life that brings meaning and balance.,För dig som vill använda friskvårdsbidraget till att öppna dörren till en mer kreativ fritid och som ger mening och balans i livet.
ONLINE_STORE_THEME,189302341896,section.product.coaching.json.main.features_title:1abkxsvwl3f4u,sv,,,The package includes:,Paketet inkluderar:
ONLINE_STORE_THEME,189302341896,section.product.coaching.json.main.feature_1.feature_text:m5b2hqo6u8oh,sv,,,"1 × coaching session, 60 min, via video",1 × coachingsamtal á 60 min per video
ONLINE_STORE_THEME,189302341896,section.product.coaching.json.main.feature_2.feature_text:29l6h0xi9l182,sv,,,Written summary after the 60-minute session,Skriftlig sammanfattning efter 60-minuterssessionen
ONLINE_STORE_THEME,189302341896,section.product.coaching.json.main.feature_3.feature_text:1sl21ba4s7i7n,sv,,,Recommendation for next steps after the session,Rekommendation för nästa steg efter sessionen
ONLINE_STORE_THEME,189302341896,section.product.coaching.json.main.badge_1.badge_text:27680y748dus1,sv,,,Wellness allowance approved,Friskvårdsbidrag godkänd
ONLINE_STORE_THEME,189302341896,section.product.coaching.json.main.badge_2.badge_text:nefdr0nx0fte,sv,,,Flexible times,Flexibla tider
